NODEID,ONSTREETNAME,FROMSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
14800,SMITH STREET,UNION STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE PAVING
15140,STATE STREET,WATER STREET,M,04/12/2018 00:00:00,04/17/2018 23:59:59,DOT IN-HOUSE PAVING
23501,CENTRAL PARK WEST,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
33933,118 STREET,ROCKAWAY BOULEVARD,Q,06/26/2017 00:00:00,08/28/2017 23:59:59,DOT IN-HOUSE PAVING
36072,FARMERS BOULEVARD,ROCKAWAY BOULEVARD,Q,06/26/2017 00:00:00,08/28/2017 23:59:59,DOT IN-HOUSE PAVING
36702,FARMERS BOULEVARD,BEND,Q,06/26/2017 00:00:00,08/28/2017 23:59:59,DOT IN-HOUSE PAVING
26497,AVENUE B,EAST   88 STREET,B,11/06/2017 00:00:00,11/09/2017 23:59:59,DOT IN-HOUSE MILLING
34624,KEW GARDENS ROAD,LEFFERTS BOULEVARD,Q,07/10/2017 00:00:00,08/18/2017 23:59:59,DOT IN-HOUSE PAVING
14188,12 AVENUE,38 STREET,B,07/26/2018 00:00:00,07/31/2018 23:59:59,DOT IN-HOUSE PAVING
15180,JOE DIMAGGIO HIGHWAY,ALBANY STREET,M,04/09/2018 00:00:00,04/13/2018 23:59:59,DOT IN-HOUSE PAVING
41409,14 STREET,37 AVENUE,Q,07/20/2017 08:11:01,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
41409,14 STREET,37 AVENUE,Q,07/20/2017 08:12:12,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
41410,21 STREET,37 AVENUE,Q,07/20/2017 08:11:02,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
23501,CENTRAL PARK WEST,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
23503,CENTRAL PARK WEST,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23615,5 AVENUE,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23615,5 AVENUE,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
23616,5 AVENUE,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23616,5 AVENUE,TRANSVERSE ROAD FOUR,M,01/20/2018 00:00:00,01/21/2018 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
13289,15 AVENUE,82 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
69101,FR CAPODANNO BOULEVARD,SUNNYMEADE VILLAGE,S,01/20/2018 00:00:00,01/22/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
13293,15 AVENUE,81 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
13294,15 AVENUE,80 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
54558,CRANFORD AVENUE,MURDOCK AVENUE,X,11/09/2018 07:38:00,02/06/2019 23:59:59,DOT IN-HOUSE PAVING
36775,176 STREET,FARMERS BOULEVARD,Q,06/26/2017 00:00:00,08/28/2017 23:59:59,DOT IN-HOUSE PAVING
38783,FARMERS BOULEVARD,BEND,Q,06/26/2017 00:00:00,08/28/2017 23:59:59,DOT IN-HOUSE PAVING
38711,182 STREET,SOUTH CONDUIT AVENUE,Q,07/10/2017 00:00:00,08/18/2017 23:59:59,DOT IN-HOUSE PAVING
38713,183 STREET,SOUTH CONDUIT AVENUE,Q,07/10/2017 00:00:00,08/18/2017 23:59:59,DOT IN-HOUSE PAVING
43947,EAST  161 STREET,MORRIS AVENUE,X,11/13/2017 08:21:48,02/08/2018 23:59:59,DOT IN-HOUSE PAVING
41489,12 STREET,33 AVENUE,Q,07/20/2017 08:06:23,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
41491,12 STREET,BROADWAY,Q,07/20/2017 08:06:22,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
34901,91 AVENUE,VAN WYCK EXPRESSWAY,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
28917,HEGEMAN AVENUE,VERMONT STREET,B,12/05/2017 00:00:00,12/12/2017 23:59:59,DOT IN-HOUSE PAVING
29260,RIVERDALE AVENUE,SNEDIKER AVENUE,B,12/06/2017 00:00:00,12/12/2017 23:59:59,DOT IN-HOUSE MILLING
29262,HINSDALE STREET,RIVERDALE AVENUE,B,12/06/2017 00:00:00,12/12/2017 23:59:59,DOT IN-HOUSE MILLING
13364,15 AVENUE,73 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
13365,15 AVENUE,72 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
18345,AVENUE D,EAST   25 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
18786,PARK PLACE,WASHINGTON AVENUE,B,04/19/2018 00:00:00,04/27/2018 23:59:59,DOT IN-HOUSE PAVING
19355,PARK AVENUE,WAVERLY AVENUE,B,04/30/2018 00:00:00,05/04/2018 23:59:59,DOT IN-HOUSE PAVING
19358,PARK AVENUE,WASHINGTON AVENUE,B,04/30/2018 00:00:00,05/04/2018 23:59:59,DOT IN-HOUSE PAVING
43753,EAST  157 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
43753,EAST  157 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,PLACE CRANE OR SHOVEL ON STREET
43753,EAST  157 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
43753,EAST  157 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,PLACE MATERIAL ON STREET
43753,EAST  157 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
43754,EAST  158 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
43754,EAST  158 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,PLACE CRANE OR SHOVEL ON STREET
43754,EAST  158 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
43754,EAST  158 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,PLACE MATERIAL ON STREET
20345,BROADWAY,LEONARD STREET,M,04/02/2018 00:00:00,04/13/2018 23:59:59,DOT IN-HOUSE PAVING
20346,BROADWAY,FRANKLIN STREET,M,04/02/2018 00:00:00,04/13/2018 23:59:59,DOT IN-HOUSE PAVING
20352,BROADWAY,WHITE STREET,M,04/02/2018 00:00:00,04/13/2018 23:59:59,DOT IN-HOUSE PAVING
20365,BROADWAY,WALKER STREET,M,04/02/2018 00:00:00,04/13/2018 23:59:59,DOT IN-HOUSE PAVING
20369,BROADWAY,CANAL STREET,M,04/02/2018 00:00:00,04/13/2018 23:59:59,DOT IN-HOUSE PAVING
29924,FOREST AVENUE,LINDEN STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
29924,FOREST AVENUE,LINDEN STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
29925,FOREST AVENUE,LINDEN STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
29925,FOREST AVENUE,LINDEN STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
43754,EAST  158 STREET,RIVER AVENUE,X,10/13/2017 00:00:00,10/16/2017 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
29999,CORNELIA STREET,FOREST AVENUE,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
29999,CORNELIA STREET,FOREST AVENUE,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
23551,5 AVENUE,EAST   90 STREET,M,07/25/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
13427,15 AVENUE,71 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
3646,GOETHALS ROAD NORTH,WESTERN AVENUE,S,12/01/2017 16:12:26,12/04/2017 23:58:59,PLACE CRANE OR SHOVEL ON STREET
3646,GOETHALS ROAD NORTH,WESTERN AVENUE,S,12/01/2017 16:12:27,12/04/2017 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
3646,GOETHALS ROAD NORTH,WESTERN AVENUE,S,12/01/2017 16:12:27,12/04/2017 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
13428,15 AVENUE,70 STREET,B,09/24/2018 00:00:00,10/01/2018 23:59:59,DOT IN-HOUSE PAVING
23556,5 AVENUE,EAST   92 STREET,M,07/25/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
23604,5 AVENUE,EAST   93 STREET,M,07/25/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE PAVING
20116,GREENWICH STREET,WEST HOUSTON STREET,M,04/30/2018 00:00:00,05/02/2018 23:59:59,DOT IN-HOUSE PAVING
19366,PARK AVENUE,RYERSON STREET,B,04/30/2018 00:00:00,05/04/2018 23:59:59,DOT IN-HOUSE PAVING
36848,IRWIN PLACE,ROE ROAD,Q,10/24/2017 09:46:05,11/29/2017 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
34961,102 AVENUE,VAN WYCK EXPRESSWAY,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
46840,35 AVENUE,92 STREET,Q,08/01/2017 00:00:00,09/08/2017 23:59:59,DOT IN-HOUSE MILLING
34975,VAN WYCK EXPWY NB EN LIBERTY AVE,VAN WYCK EXPRESSWAY,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
34984,94 AVENUE,VAN WYCK EXPRESSWAY,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
34986,95 AVENUE,VAN WYCK EXPRESSWAY,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
35146,85 AVENUE,PARSONS BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
24822,EAST   27 STREET,VOORHIES AVENUE,B,07/30/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE MILLING
21515,5 AVENUE,WEST   40 STREET,M,06/11/2018 00:00:00,06/22/2018 23:59:59,DOT IN-HOUSE PAVING
24824,EAST   28 STREET,VOORHIES AVENUE,B,07/30/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE MILLING
24826,EAST   29 STREET,VOORHIES AVENUE,B,07/30/2018 00:00:00,08/03/2018 23:59:59,DOT IN-HOUSE MILLING
16831,AVENUE S,HOMECREST AVENUE,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
16833,AVENUE S,EAST   13 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
16835,AVENUE S,EAST   14 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
16931,AVENUE S,EAST   15 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
16934,AVENUE S,EAST   16 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
16936,AVENUE S,EAST   17 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
59785,50 AVENUE,OCEANIA STREET,Q,11/15/2017 09:43:03,12/29/2017 23:59:59,DOT IN-HOUSE MILLING
59792,48 AVENUE,OCEANIA STREET,Q,11/15/2017 09:43:01,12/29/2017 23:59:59,DOT IN-HOUSE PAVING
59792,48 AVENUE,OCEANIA STREET,Q,11/15/2017 09:45:57,12/29/2017 23:59:59,DOT IN-HOUSE MILLING
59792,48 AVENUE,OCEANIA STREET,Q,11/15/2017 09:45:58,12/29/2017 23:59:59,DOT IN-HOUSE PAVING
59801,46 AVENUE,OCEANIA STREET,Q,11/15/2017 09:45:50,12/29/2017 23:59:59,DOT IN-HOUSE MILLING
59783,50 AVENUE,207 STREET,Q,10/20/2017 09:58:32,01/01/2018 23:58:59,CONTRACT ROADWAY MILLING
9006106,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9006106,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9006106,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
9006106,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,PLACE MATERIAL ON STREET
9006106,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
9006151,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9006151,CRESCENT STREET,NYCTA SUBWAY,B,02/02/2018 00:00:00,02/26/2018 23:58:59,PLACE CRANE OR SHOVEL ON STREET
30268,65 PLACE,68 AVENUE,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
42846,EAST  139 STREET,MORRIS AVENUE,X,09/05/2017 15:04:21,12/03/2017 23:59:59,DOT IN-HOUSE MILLING
16937,AVENUE S,EAST   18 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
17014,AVENUE S,EAST   19 STREET,B,08/13/2018 00:00:00,08/20/2018 23:59:59,DOT IN-HOUSE MILLING
22521,5 AVENUE,EAST   51 STREET,M,06/04/2018 00:00:00,06/15/2018 23:59:59,DOT IN-HOUSE PAVING
21257,8 AVENUE,WEST   31 STREET,M,05/14/2018 00:00:00,05/25/2018 23:59:59,DOT IN-HOUSE PAVING
20276,GREENWICH STREET,MORTON STREET,M,04/30/2018 00:00:00,05/02/2018 23:59:59,DOT IN-HOUSE PAVING
20277,BARROW STREET,GREENWICH STREET,M,04/30/2018 00:00:00,05/02/2018 23:59:59,DOT IN-HOUSE PAVING
43580,ST NICHOLAS AVENUE,WEST  177 STREET,M,08/21/2017 00:00:00,08/22/2017 23:59:59,DOT IN-HOUSE PAVING
43582,ST NICHOLAS AVENUE,WEST  178 STREET,M,08/21/2017 00:00:00,08/22/2017 23:59:59,DOT IN-HOUSE PAVING
43595,ST NICHOLAS AVENUE,TRANSMANHATTAN EXPRESSWAY,M,08/21/2017 00:00:00,08/22/2017 23:59:59,DOT IN-HOUSE PAVING
43597,ST NICHOLAS AVENUE,WEST  179 STREET,M,08/21/2017 00:00:00,08/22/2017 23:59:59,DOT IN-HOUSE PAVING
20268,CHARLTON STREET,HUDSON STREET,M,04/25/2018 00:00:00,05/04/2018 23:59:59,DOT IN-HOUSE PAVING
20279,HUDSON STREET,LEROY STREET,M,04/25/2018 00:00:00,05/04/2018 23:59:59,DOT IN-HOUSE PAVING
29836,FULTON STREET,PINE STREET,B,02/02/2018 00:00:00,02/26/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
29836,FULTON STREET,PINE STREET,B,02/02/2018 00:00:00,02/26/2018 23:58:59,PLACE CRANE OR SHOVEL ON STREET
29836,FULTON STREET,PINE STREET,B,02/02/2018 00:00:00,02/26/2018 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
39735,112 AVENUE,197 STREET,Q,11/20/2017 00:00:00,01/01/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
45420,69 STREET,CALDWELL AVENUE,Q,10/25/2017 15:30:14,11/30/2017 23:59:59,DOT IN-HOUSE MILLING
45522,68 STREET,ELIOT AVENUE,Q,10/26/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE MILLING
45522,68 STREET,ELIOT AVENUE,Q,10/26/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
45523,68 STREET,ELIOT AVENUE,Q,10/26/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE MILLING
23274,BROADWAY,WEST   81 STREET,M,04/07/2018 00:00:00,04/16/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
42846,EAST  139 STREET,MORRIS AVENUE,X,09/05/2017 15:04:22,12/02/2017 23:59:59,DOT IN-HOUSE PAVING
18407,AVENUE D,EAST   28 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
18409,AVENUE D,EAST   29 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
18413,AVENUE D,EAST   31 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
14324,CONOVER STREET,SULLIVAN STREET,B,08/22/2018 00:00:00,08/28/2018 23:59:59,DOT IN-HOUSE PAVING
14326,CONOVER STREET,KING STREET,B,08/22/2018 00:00:00,08/28/2018 23:59:59,DOT IN-HOUSE PAVING
14328,CONOVER STREET,PIONEER STREET,B,08/22/2018 00:00:00,08/28/2018 23:59:59,DOT IN-HOUSE PAVING
14376,IMLAY STREET,VERONA STREET,B,08/22/2018 00:00:00,08/28/2018 23:59:59,DOT IN-HOUSE PAVING
14379,COMMERCE STREET,IMLAY STREET,B,08/22/2018 00:00:00,08/28/2018 23:59:59,DOT IN-HOUSE PAVING
43577,TRANS MANHATTAN EP NB ET    1 B,AMSTERDAM AVENUE,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
14428,BOWNE STREET,IMLAY STREET,B,08/22/2018 00:00:00,08/28/2018 23:59:59,DOT IN-HOUSE PAVING
18471,AVENUE D,EAST   32 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
43588,AMSTERDAM AVENUE,WEST  176 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43590,AMSTERDAM AVENUE,WEST  177 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43593,AMSTERDAM AVENUE,WEST  178 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
21654,AMSTERDAM AVENUE,WEST   62 STREET,M,06/11/2018 00:00:00,06/22/2018 23:59:59,DOT IN-HOUSE PAVING
27439,BUSHWICK PLACE,MESEROLE STREET,B,06/25/2018 00:00:00,06/29/2018 23:59:59,DOT IN-HOUSE MILLING
43695,AMSTERDAM AVENUE,TRANSMANHATTAN EXPRESSWAY,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43696,HARLEM RVR DR SB EN AMSTERDAM AV,AMSTERDAM AVENUE,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43697,AMSTERDAM AVENUE,TRANSMANHATTAN EXPRESSWAY,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43698,TRANS MN EP SB EN AMSTERDAM AV,AMSTERDAM AVENUE,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43700,AMSTERDAM AVENUE,WEST  179 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
15342,DUTCH STREET,FULTON STREET,M,10/27/2018 00:00:00,11/05/2018 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
43728,AMSTERDAM AVENUE,WEST  180 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43729,TRANS MN EP SB EN AMSTERDAM AV,AMSTERDAM AVENUE,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
18301,OAKLAND PLACE,TILDEN AVENUE,B,11/07/2018 00:00:00,11/16/2018 23:59:59,DOT IN-HOUSE PAVING
22595,EAST   52 STREET,MADISON AVENUE,M,06/11/2018 00:00:00,06/22/2018 23:59:59,DOT IN-HOUSE PAVING
43732,WASHINGTON BRIDGE,AMSTERDAM AVENUE,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43735,AMSTERDAM AVENUE,WEST  182 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43736,AMSTERDAM AVENUE,WEST  182 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43741,AMSTERDAM AVENUE,WEST  183 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
43742,AMSTERDAM AVENUE,WEST  184 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
45231,54 AVENUE,63 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
43751,AMSTERDAM AVENUE,WEST  185 STREET,M,08/08/2017 00:00:00,08/10/2017 23:59:59,DOT IN-HOUSE PAVING
45231,54 AVENUE,63 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
43330,AMSTERDAM AVENUE,WEST  158 STREET,M,09/22/2017 00:00:00,09/25/2017 23:59:59,DOT IN-HOUSE PAVING
43333,ST NICHOLAS AVENUE,WEST  158 STREET,M,09/22/2017 00:00:00,09/25/2017 23:59:59,DOT IN-HOUSE PAVING
43337,EDGECOMBE AVENUE,WEST  158 STREET,M,09/22/2017 00:00:00,09/25/2017 23:59:59,DOT IN-HOUSE PAVING
45233,54 AVENUE,55 AVENUE,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45233,54 AVENUE,55 AVENUE,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
45234,53 DRIVE,63 PLACE,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45235,55 AVENUE,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45235,55 AVENUE,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
45236,55 AVENUE,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45236,55 AVENUE,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
45240,65 PLACE,CLARAN COURT,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45240,65 PLACE,CLARAN COURT,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
45243,53 DRIVE,63 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45243,53 DRIVE,63 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
45244,53 AVENUE,62 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45244,53 AVENUE,62 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
22598,EAST   52 STREET,PARK AVENUE,M,06/11/2018 00:00:00,06/22/2018 23:59:59,DOT IN-HOUSE PAVING
27442,MESEROLE STREET,WATERBURY STREET,B,06/25/2018 00:00:00,06/29/2018 23:59:59,DOT IN-HOUSE MILLING
27515,BOGART STREET,MESEROLE STREET,B,06/25/2018 00:00:00,06/29/2018 23:59:59,DOT IN-HOUSE MILLING
18473,AVENUE D,NEW YORK AVENUE,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
18477,AVENUE D,EAST   34 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
18479,AVENUE D,EAST   35 STREET,B,11/13/2018 00:00:00,11/19/2018 23:59:59,DOT IN-HOUSE PAVING
24884,BROWN STREET,SHORE PARKWAY,B,04/09/2018 00:00:00,04/17/2018 23:59:59,DOT IN-HOUSE PAVING
45245,63 STREET,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
45245,63 STREET,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE PAVING
45246,53 AVENUE,64 STREET,Q,09/18/2017 00:00:00,10/31/2017 23:59:59,DOT IN-HOUSE MILLING
36786,145 AVENUE,GUY R BREWER BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
36788,145 ROAD,GUY R BREWER BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
36790,145 DRIVE,GUY R BREWER BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
43459,AMSTERDAM AVENUE,WEST  165 STREET,M,08/03/2017 00:00:00,08/04/2017 23:59:59,DOT IN-HOUSE PAVING
36792,FARMERS BOULEVARD,GUY R BREWER BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
36981,GLASSBORO AVENUE,SUTPHIN BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
36982,BRINKERHOFF AVENUE,SUTPHIN BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
36983,109 DRIVE,SUTPHIN BOULEVARD,Q,10/10/2017 00:00:00,11/30/2017 23:59:59,DOT IN-HOUSE PAVING
43577,TRANS MANHATTAN EP NB ET    1 B,AMSTERDAM AVENUE,M,08/04/2017 00:00:00,08/08/2017 23:59:59,DOT IN-HOUSE PAVING
45179,47 AVENUE,59 STREET,Q,07/20/2017 11:58:43,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
45185,43 AVENUE,60 STREET,Q,07/20/2017 11:35:33,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
45383,67 STREET,BEND,Q,07/20/2017 11:14:51,08/31/2017 23:59:59,DOT IN-HOUSE PAVING
46708,35 AVENUE,84 STREET,Q,08/01/2017 00:00:00,09/08/2017 23:59:59,DOT IN-HOUSE MILLING
46708,35 AVENUE,84 STREET,Q,08/01/2017 00:00:00,09/08/2017 23:59:59,DOT IN-HOUSE PAVING
30083,60 STREET,68 ROAD,Q,05/17/2018 00:00:00,06/30/2018 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
